icao,timestamp,anomaly_score,reconstruction_score,feature_context_score,threshold,reconstruction_threshold,feature_context_threshold,is_seq_anom,is_strong_seq_anom,seq_anom_int,anom_count_last_m,is_persistent_anom,is_hybrid_ghost,is_final_anom,scenario,seq_label,pred_label,run_id
SIM0017,1700000034,2.2995956,1.7417657,2.7891495,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,4.0,False,False,False,normal,0,0,4
SIM0018,1700000034,0.3776066,0.3776066,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000034,0.28419355,0.28419355,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000034,0.3424673,0.3424673,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000034,0.280208,0.21667242,0.3176778,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000034,1.9268601,1.4418693,2.424954,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000034,0.6042386,0.27800345,1.6311758,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000034,0.3506264,0.3506264,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000035,0.37171957,0.31285954,0.2943001,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000035,0.77812743,0.702209,0.37959206,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000035,1.0845602,0.8638828,1.1033871,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000035,0.46659252,0.4046948,0.30948856,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000035,0.3193239,0.27573854,0.21792684,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000035,0.5160485,0.5160485,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000035,0.48980471,0.47930175,0.05251479,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000035,2.2442527,1.8079089,2.1817188,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000035,0.7688273,0.6586405,0.550934,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000035,0.37039098,0.37039098,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000035,0.33229715,0.33229715,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000035,1.796934,1.4401927,1.7837063,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000035,0.70782316,0.70782316,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000035,0.26581398,0.26581398,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000035,0.325739,0.325739,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000035,0.62556845,0.56847453,0.28546968,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000035,0.29159823,0.29159823,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000035,2.2734056,1.7587125,2.5734646,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,5.0,True,False,True,normal,0,1,4
SIM0018,1700000035,0.37622634,0.37622634,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000035,0.29030314,0.29030314,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000035,0.35019666,0.35019666,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000035,0.27653396,0.2265491,0.24992429,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000035,1.8497958,1.4125404,2.186277,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000035,0.5436919,0.28338334,1.3015426,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000035,0.35095876,0.35095876,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000036,0.37537146,0.31534377,0.30013838,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000036,0.7434303,0.6971302,0.23150054,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000036,1.0603384,0.86532176,0.975083,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000036,0.45521498,0.41361964,0.20797662,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000036,0.2813534,0.27204317,0.046551198,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000036,0.49766186,0.49766186,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000036,0.552649,0.467438,0.42605498,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000036,2.2507386,1.7927867,2.2897599,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000036,0.7520715,0.6453413,0.533651,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000036,0.3716882,0.3716882,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000036,0.323256,0.323256,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000036,1.8827229,1.4375838,2.2256954,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000036,0.7143386,0.7143386,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000036,0.27299088,0.27299088,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000036,0.32803985,0.32803985,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000036,0.6138127,0.5620206,0.25896057,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000036,0.29018265,0.29018265,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000036,2.1833262,1.7554197,2.139532,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,5.0,True,False,True,normal,0,1,4
SIM0018,1700000036,0.37866333,0.37866333,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000036,0.29443818,0.29443818,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000036,0.3604478,0.3604478,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000036,0.24529347,0.22970563,0.07793919,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000036,1.7658781,1.3740764,1.9590085,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000036,0.5697798,0.2927506,1.385146,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000036,0.3572579,0.3572579,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000037,0.4238228,0.31972945,0.5204667,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000037,0.7260646,0.6954987,0.15282948,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000037,1.1115538,0.8642715,1.2364116,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000037,0.4185596,0.41683754,0.008610366,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000037,0.28155577,0.2719712,0.047922805,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000037,0.47985688,0.47985688,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000037,0.50029737,0.46233267,0.18982345,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000037,2.2461221,1.7850374,2.3054233,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000037,0.7373988,0.6243611,0.5651886,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000037,0.36726448,0.36726448,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000037,0.3123978,0.3123978,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000037,1.9501464,1.4433379,2.5340426,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000037,0.7168548,0.7168548,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000037,0.28140667,0.28140667,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000037,0.33316308,0.33316308,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000037,0.59327704,0.556358,0.18459532,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000037,0.2821106,0.2821106,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000037,2.1840239,1.7550906,2.1446664,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,4.0,False,False,False,normal,0,0,4
SIM0018,1700000037,0.3743273,0.3743273,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000037,0.29902348,0.29902348,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000037,0.36789638,0.36789638,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000037,0.23246948,0.23246948,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000037,1.8237382,1.333171,2.4528358,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000037,0.5379876,0.29747134,1.202581,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000037,0.36354223,0.36354223,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000038,0.42475754,0.32458463,0.50086445,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000038,0.71278095,0.6971007,0.07840121,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000038,1.0977924,0.8641716,1.1681039,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000038,0.41291803,0.41291803,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000038,0.35486495,0.27441996,0.4022249,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000038,0.46454966,0.46454966,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000038,0.50736636,0.46524522,0.21060583,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000038,2.2467725,1.7762114,2.3528054,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000038,0.8009425,0.6068939,0.9702428,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000038,0.35877445,0.35877445,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000038,0.30554754,0.30554754,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000038,1.9885373,1.4507262,2.6890562,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000038,0.7111759,0.7111759,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000038,0.28904927,0.28904927,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000038,0.33748907,0.33748907,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000038,0.5690978,0.54781467,0.10641562,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000038,0.28609127,0.28609127,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000038,2.1828043,1.7511184,2.15843,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,3.0,False,False,False,normal,0,0,4
SIM0018,1700000038,0.368194,0.368194,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000038,0.30467728,0.30467728,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000038,0.35900274,0.35900274,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000038,0.33819366,0.23688436,0.50654644,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000038,1.7898054,1.303517,2.4314418,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000038,0.5803307,0.30240926,1.3896074,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000038,0.36630726,0.36630726,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000039,0.44601554,0.32820034,0.5890759,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000039,0.7510907,0.7018792,0.24605742,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000039,1.0767082,0.86376506,1.0647156,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000039,0.40958723,0.40958723,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000039,0.34786493,0.2778979,0.34983516,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000039,0.44904855,0.44904855,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000039,0.51738375,0.4666099,0.25386932,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000039,2.2474413,1.7686036,2.3941886,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000039,0.76983654,0.5838297,0.93003404,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000039,0.34972224,0.34972224,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000039,0.30058384,0.30058384,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000039,1.9943209,1.4614866,2.6641715,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000039,0.7073567,0.7073567,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000039,0.2925737,0.2925737,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000039,0.34001037,0.34001037,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000039,0.61731523,0.53969103,0.38812113,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000039,0.28477243,0.28477243,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000039,2.271242,1.7593105,2.559657,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,3.0,False,False,False,normal,0,0,4
SIM0018,1700000039,0.36406952,0.36406952,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000039,0.31017208,0.31017208,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000039,0.35354072,0.34605882,0.03740955,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000039,0.34060913,0.24144231,0.49583405,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000039,1.7223046,1.2687533,2.2677565,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000039,0.5184185,0.2991661,1.0962619,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000039,0.36889723,0.36889723,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000040,0.43686822,0.32653317,0.55167526,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000040,0.7830223,0.7081534,0.3743442,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000040,1.0605141,0.8596625,1.0042582,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000040,0.43006185,0.41487965,0.075911,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000040,0.35826996,0.2808998,0.38685077,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000040,0.43426096,0.43426096,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000040,0.5659189,0.47014537,0.47886777,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000040,2.2559955,1.761288,2.4735374,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000040,0.75762206,0.5653306,0.96145713,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000040,0.3402843,0.3402843,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000040,0.35124806,0.30290106,0.24173504,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000040,2.088952,1.4861197,3.014161,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000040,0.7041355,0.7041355,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000040,0.29525453,0.29525453,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000040,0.34582114,0.34582114,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000040,0.62490267,0.53422165,0.4534051,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000040,0.28592148,0.28592148,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000040,2.197745,1.7572172,2.2026398,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,2.0,False,False,False,normal,0,0,4
SIM0018,1700000040,0.3589239,0.3589239,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0019,1700000040,0.31776506,0.31776506,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0020,1700000040,0.3348414,0.3348414,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0021,1700000040,0.29217935,0.2484784,0.21850479,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0022,1700000040,1.7262473,1.2380297,2.441088,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0023,1700000040,0.551255,0.29893056,1.261622,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0024,1700000040,0.37218246,0.37218246,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0000,1700000041,0.43908396,0.32520062,0.5694167,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0001,1700000041,0.8299269,0.7168254,0.5655073,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0002,1700000041,1.0493882,0.8559117,0.9673827,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0003,1700000041,0.4434603,0.42262545,0.1041741,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0004,1700000041,0.39321834,0.27887315,0.571726,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0005,1700000041,0.42824605,0.42824605,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0006,1700000041,0.56798387,0.47528452,0.46349677,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0007,1700000041,2.2211149,1.7433449,2.3888495,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,6.0,True,False,True,normal,0,1,4
SIM0008,1700000041,0.7396475,0.5523007,0.936734,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0009,1700000041,0.3348698,0.3348698,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0010,1700000041,0.3869372,0.30614954,0.40393826,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0011,1700000041,2.1133754,1.5094112,3.0198212,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0012,1700000041,0.6951721,0.6951721,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0013,1700000041,0.299918,0.299918,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0014,1700000041,0.34878767,0.34878767,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0015,1700000041,0.63609993,0.5285607,0.53769606,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0016,1700000041,0.2851764,0.2851764,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
SIM0017,1700000041,2.2257514,1.7613837,2.3218386,2.210688591003418,1.6463541984558105,3.490756034851074,True,True,1,2.0,False,False,False,normal,0,0,4
SIM0018,1700000041,0.3527644,0.3527644,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,4
